------------------------------------ Непредвиденный unlock  ----------------------------------------------------------
----------------------------------------------------------------------------------------------------------------------

Starting ExceptionHandler with pid 1
  1:	proc  0 (:init::1) mainThreads.pml:644 (state 1)	[(run ExceptionHandler())]
Starting GUIThread with pid 2
  2:	proc  0 (:init::1) mainThreads.pml:645 (state 2)	[(run GUIThread())]
  3:	proc  0 (:init::1) mainThreads.pml:59 (state 3)	[GUIThreadEvents!4]
  4:	proc  2 (GUIThread:1) mainThreads.pml:564 (state 1)	[GUIThreadEvents?signal]
  5:	proc  2 (GUIThread:1) mainThreads.pml:566 (state 2)	[((signal==runScript))]
              TrikGui started  5:	proc  2 (GUIThread:1) mainThreads.pml:567 (state 3)	[printf('TrikGui started')]
              
  5:	proc  2 (GUIThread:1) mainThreads.pml:567 (state 4)	[printf('\\n')]
              Starting TrikScriptRunner worker thread  5:	proc  2 (GUIThread:1) mainThreads.pml:572 (state 5)	[printf('Starting TrikScriptRunner worker thread')]
              
  5:	proc  2 (GUIThread:1) mainThreads.pml:572 (state 6)	[printf('\\n')]
Starting scriptWorkerThread with pid 3
  6:	proc  2 (GUIThread:1) mainThreads.pml:573 (state 7)	[(run scriptWorkerThread())]
              TrikScriptRunner: new script  7:	proc  2 (GUIThread:1) mainThreads.pml:575 (state 8)	[printf('TrikScriptRunner: new script')]
              
  7:	proc  2 (GUIThread:1) mainThreads.pml:575 (state 9)	[printf('\\n')]
  8:	proc  2 (GUIThread:1) mainThreads.pml:289 (state 10)	[(1)]
  9:	proc  2 (GUIThread:1) mainThreads.pml:290 (state 11)	[(1)]
 10:	proc  2 (GUIThread:1) mainThreads.pml:293 (state 14)	[((mState==0))]
 11:	proc  2 (GUIThread:1) mainThreads.pml:308 (state 111)	[(1)]
              ScriptEngineWorker: starting script 11:	proc  2 (GUIThread:1) mainThreads.pml:579 (state 113)	[printf('ScriptEngineWorker: starting script')]
              
 11:	proc  2 (GUIThread:1) mainThreads.pml:579 (state 114)	[printf('\\n')]
 12:	proc  2 (GUIThread:1) mainThreads.pml:580 (state 115)	[mState = 1]
 13:	proc  2 (GUIThread:1) mainThreads.pml:583 (state 116)	[threadId = 0]
 14:	proc  2 (GUIThread:1) mainThreads.pml:181 (state 117)	[assert((3>0))]
 14:	proc  2 (GUIThread:1) mainThreads.pml:183 (state 118)	[i = 0]
 15:	proc  2 (GUIThread:1) mainThreads.pml:184 (state 119)	[((i<3))]
 15:	proc  2 (GUIThread:1) mainThreads.pml:184 (state 120)	[abortEvaluationInvoked[i] = 0]
 15:	proc  2 (GUIThread:1) mainThreads.pml:184 (state 121)	[i = (i+1)]
 16:	proc  2 (GUIThread:1) mainThreads.pml:184 (state 119)	[((i<3))]
 16:	proc  2 (GUIThread:1) mainThreads.pml:184 (state 120)	[abortEvaluationInvoked[i] = 0]
 16:	proc  2 (GUIThread:1) mainThreads.pml:184 (state 121)	[i = (i+1)]
 17:	proc  2 (GUIThread:1) mainThreads.pml:184 (state 119)	[((i<3))]
 17:	proc  2 (GUIThread:1) mainThreads.pml:184 (state 120)	[abortEvaluationInvoked[i] = 0]
 17:	proc  2 (GUIThread:1) mainThreads.pml:184 (state 121)	[i = (i+1)]
 18:	proc  2 (GUIThread:1) mainThreads.pml:185 (state 122)	[((i==3))]
 19:	proc  2 (GUIThread:1) mainThreads.pml:59 (state 129)	[scriptWorkerThreadEvents!7]
 20:	proc  3 (scriptWorkerThread:1) mainThreads.pml:542 (state 1)	[scriptWorkerThreadEvents?signal]
 21:	proc  3 (scriptWorkerThread:1) mainThreads.pml:544 (state 2)	[((signal==INVOKEdoRun))]
 22:	proc  3 (scriptWorkerThread:1) mainThreads.pml:545 (state 3)	[mErrorMessage = 0]
 23:	proc  3 (scriptWorkerThread:1) mainThreads.pml:181 (state 4)	[assert((3>0))]
 23:	proc  3 (scriptWorkerThread:1) mainThreads.pml:183 (state 5)	[i = 0]
 24:	proc  3 (scriptWorkerThread:1) mainThreads.pml:184 (state 6)	[((i<3))]
 24:	proc  3 (scriptWorkerThread:1) mainThreads.pml:184 (state 7)	[mFinishedThreads[i] = 0]
 24:	proc  3 (scriptWorkerThread:1) mainThreads.pml:184 (state 8)	[i = (i+1)]
 25:	proc  3 (scriptWorkerThread:1) mainThreads.pml:184 (state 6)	[((i<3))]
 25:	proc  3 (scriptWorkerThread:1) mainThreads.pml:184 (state 7)	[mFinishedThreads[i] = 0]
 25:	proc  3 (scriptWorkerThread:1) mainThreads.pml:184 (state 8)	[i = (i+1)]
 26:	proc  3 (scriptWorkerThread:1) mainThreads.pml:184 (state 6)	[((i<3))]
 26:	proc  3 (scriptWorkerThread:1) mainThreads.pml:184 (state 7)	[mFinishedThreads[i] = 0]
 26:	proc  3 (scriptWorkerThread:1) mainThreads.pml:184 (state 8)	[i = (i+1)]
 27:	proc  3 (scriptWorkerThread:1) mainThreads.pml:185 (state 9)	[((i==3))]
 28:	proc  3 (scriptWorkerThread:1) mainThreads.pml:183 (state 13)	[break]
 29:	proc  3 (scriptWorkerThread:1) mainThreads.pml:181 (state 16)	[assert((3>0))]
 29:	proc  3 (scriptWorkerThread:1) mainThreads.pml:183 (state 17)	[i = 0]
 30:	proc  3 (scriptWorkerThread:1) mainThreads.pml:184 (state 18)	[((i<3))]
 30:	proc  3 (scriptWorkerThread:1) mainThreads.pml:184 (state 19)	[mPreventFromStart[i] = 0]
 30:	proc  3 (scriptWorkerThread:1) mainThreads.pml:184 (state 20)	[i = (i+1)]
 31:	proc  3 (scriptWorkerThread:1) mainThreads.pml:184 (state 18)	[((i<3))]
 31:	proc  3 (scriptWorkerThread:1) mainThreads.pml:184 (state 19)	[mPreventFromStart[i] = 0]
 31:	proc  3 (scriptWorkerThread:1) mainThreads.pml:184 (state 20)	[i = (i+1)]
 32:	proc  3 (scriptWorkerThread:1) mainThreads.pml:184 (state 18)	[((i<3))]
 32:	proc  3 (scriptWorkerThread:1) mainThreads.pml:184 (state 19)	[mPreventFromStart[i] = 0]
 32:	proc  3 (scriptWorkerThread:1) mainThreads.pml:184 (state 20)	[i = (i+1)]
 33:	proc  3 (scriptWorkerThread:1) mainThreads.pml:185 (state 21)	[((i==3))]
 34:	proc  3 (scriptWorkerThread:1) mainThreads.pml:183 (state 25)	[break]
 35:	proc  3 (scriptWorkerThread:1) mainThreads.pml:80 (state 28)	[catch!10]
 36:	proc  1 (ExceptionHandler:1) mainThreads.pml:629 (state 1)	[catch?FailedToOpenFileException]
 37:	proc  1 (ExceptionHandler:1) mainThreads.pml:631 (state 2)	[catch!returnControl]
 38:	proc  3 (scriptWorkerThread:1) mainThreads.pml:389 (state 30)	[catch?returnControl]
 39:	proc  3 (scriptWorkerThread:1) mainThreads.pml:393 (state 34)	[(1)]
 40:	proc  3 (scriptWorkerThread:1) mainThreads.pml:323 (state 44)	[(1)]
 41:	proc  3 (scriptWorkerThread:1) mainThreads.pml:324 (state 45)	[(1)]
 41:	proc  3 (scriptWorkerThread:1) mainThreads.pml:326 (state 46)	[tmp = 0]
 42:	proc  3 (scriptWorkerThread:1) mainThreads.pml:86 (state 47)	[assert((-(1)<=(3-1)))]
 42:	proc  3 (scriptWorkerThread:1) mainThreads.pml:87 (state 48)	[tmp = -(1)]
 43:	proc  3 (scriptWorkerThread:1) mainThreads.pml:89 (state 49)	[((tmp<(3-1)))]
 44:	proc  3 (scriptWorkerThread:1) mainThreads.pml:91 (state 50)	[goto :b21]
