-------------------------------------------------------------------------------------------------------------------------------------------------------------------
----------------------------------- Livelock (активное бездействие) -----------------------------------------------------------------------------------------------
-------------------------------------------------------------------------------------------------------------------------------------------------------------------

using statement merging
Starting ExceptionHandler with pid 1
  1:	proc  0 (:init::1) mainThreads.pml:694 (state 1)	[(run ExceptionHandler())]
Starting GUIThread with pid 2
  2:	proc  0 (:init::1) mainThreads.pml:695 (state 2)	[(run GUIThread())]
              TrikGui started  3:	proc  2 (GUIThread:1) mainThreads.pml:605 (state 1)	[printf('TrikGui started')]
              
  3:	proc  2 (GUIThread:1) mainThreads.pml:605 (state 2)	[printf('\\n')]
Starting User with pid 3
  4:	proc  0 (:init::1) mainThreads.pml:696 (state 3)	[(run User())]
  5:	proc  3 (User:1) mainThreads.pml:80 (state 1)	[GUIThreadEvents!4]
  6: proc 3 terminates
  7:	proc  2 (GUIThread:1) mainThreads.pml:606 (state 3)	[mInEventDrivenMode = 0]
              Starting TrikScriptRunner worker thread  8:	proc  2 (GUIThread:1) mainThreads.pml:612 (state 4)	[printf('Starting TrikScriptRunner worker thread')]
              
  8:	proc  2 (GUIThread:1) mainThreads.pml:612 (state 5)	[printf('\\n')]
Starting scriptWorkerThread with pid 3
  9:	proc  2 (GUIThread:1) mainThreads.pml:613 (state 6)	[(run scriptWorkerThread())]
 10:	proc  3 (scriptWorkerThread:1) mainThreads.pml:578 (state 1)	[mResetStarted = 0]
 11:	proc  3 (scriptWorkerThread:1) mainThreads.pml:579 (state 2)	[mState = 0]
 12:	proc  2 (GUIThread:1) mainThreads.pml:615 (state 7)	[GUIThreadEvents?signal]
 13:	proc  2 (GUIThread:1) mainThreads.pml:617 (state 8)	[((signal==runScript))]
              TrikScriptRunner: new script 13:	proc  2 (GUIThread:1) mainThreads.pml:619 (state 9)	[printf('TrikScriptRunner: new script')]
              
 13:	proc  2 (GUIThread:1) mainThreads.pml:619 (state 10)	[printf('\\n')]
 14:	proc  2 (GUIThread:1) mainThreads.pml:328 (state 11)	[(1)]
 15:	proc  2 (GUIThread:1) mainThreads.pml:329 (state 12)	[(1)]
 16:	proc  2 (GUIThread:1) mainThreads.pml:332 (state 15)	[((mState==0))]
 17:	proc  2 (GUIThread:1) mainThreads.pml:347 (state 123)	[(1)]
              ScriptEngineWorker: starting script 17:	proc  2 (GUIThread:1) mainThreads.pml:623 (state 125)	[printf('ScriptEngineWorker: starting script')]
              
 17:	proc  2 (GUIThread:1) mainThreads.pml:623 (state 126)	[printf('\\n')]
 18:	proc  2 (GUIThread:1) mainThreads.pml:624 (state 127)	[mState = 1]
 19:	proc  2 (GUIThread:1) mainThreads.pml:627 (state 128)	[threadId = 0]
 20:	proc  2 (GUIThread:1) mainThreads.pml:217 (state 129)	[assert((2>0))]
 20:	proc  2 (GUIThread:1) mainThreads.pml:219 (state 130)	[i = 0]
 21:	proc  2 (GUIThread:1) mainThreads.pml:220 (state 131)	[((i<2))]
 21:	proc  2 (GUIThread:1) mainThreads.pml:220 (state 132)	[abortEvaluationInvoked[i] = 0]
 21:	proc  2 (GUIThread:1) mainThreads.pml:220 (state 133)	[i = (i+1)]
 22:	proc  2 (GUIThread:1) mainThreads.pml:220 (state 131)	[((i<2))]
 22:	proc  2 (GUIThread:1) mainThreads.pml:220 (state 132)	[abortEvaluationInvoked[i] = 0]
 22:	proc  2 (GUIThread:1) mainThreads.pml:220 (state 133)	[i = (i+1)]
 23:	proc  2 (GUIThread:1) mainThreads.pml:221 (state 134)	[((i==2))]
 24:	proc  2 (GUIThread:1) mainThreads.pml:80 (state 141)	[scriptWorkerThreadEvents!7]
 25:	proc  3 (scriptWorkerThread:1) mainThreads.pml:581 (state 3)	[scriptWorkerThreadEvents?signal]
 26:	proc  3 (scriptWorkerThread:1) mainThreads.pml:583 (state 4)	[((signal==INVOKEdoRun))]
 27:	proc  3 (scriptWorkerThread:1) mainThreads.pml:584 (state 5)	[mErrorMessage = 0]
